desc,variable,value
10208BZEuropean Style Reachers-Bronze 拾物器,bcode,000016
10元飲品,bcode,
13mm膠腳(灰色)(主要四腳叉用),bcode,9314839000916
13mm膠腳套,bcode,
16mm膠腳(灰色)(主要四腳叉用),bcode,9314839000917
19mm膠腳,bcode,9314839000918
19mm膠腳,bcode,4891690000606
"20""座闊, 20""座高, 16""座深, 18.2Kg重, 載重120Kg              ",bcode,000204
"3"" x 16""                                                    ",bcode,679090100022
4.5 X 10.5,bcode,679090300026
5元飲品,bcode,
"6"" x 10""                                                    ",bcode,679090400023
"6"" x 6""                                                     ",bcode,679090600027
6支裝即飲果醋（青梅）,bcode,
6支裝即飲果醋（葡萄）,bcode,
6支裝即飲果醋（蘋果）,bcode,4710783055079
A&D1020血壓計,bcode,
ACE BAND藥水膠布,bcode,8805178112287
Aidap可摺式拐杖,bcode,MSVP2011
ALLWAY有輪助行車,bcode,
ALLWAY自助輪椅,bcode,
ALLWAY靠背浴椅,bcode,9556001125481
ASCENSIA血糖套裝(1機+1紙+1針),bcode,
ASCENSIA血糖套裝(1機+2紙),bcode,
ASCENSIA血糖紙50's,bcode,5016003765308
ASCENSIA血糖針100's,bcode,5016003657900
ASCENSIA血糖機,bcode,5016003761805
Back & Ribs Therapy Wrap 冷熱貼 (背部及腹部使用),bcode,679090310018
Back & Ribs Therapy Wrap 冷熱貼 (背部及腹部使用),bcode,000003
Bauerfeind 腳趾矯止器  右  # 2,bcode,000140
Bauerfeind 腳趾矯止器  右 # 1,bcode,000139
Bauerfeind 腳趾矯止器  左  #1,bcode,000137
Bauerfeind腳趾矯止器  左 # 2,bcode,000138
BD MICO-FINE NEEDLES 0.25MM,bcode,
bd micro-fine pen needles,bcode,
BD胰島素針咀,bcode,
BENEPROTEIN蛋白粉,bcode,
betadine antiseptic ointment 100,bcode,
BETADINE油膏劑,bcode,
Bissin威化餅(可可),bcode,8850987351372
Bissin威化餅(咖啡),bcode,8850987351396
Bissin威化餅(藍莓),bcode,8850987362002
Bm22-45s-m輕量型輪椅,bcode,
Bort # 137030貼 Texline Hallux-Pad (大碼),bcode,000180
Bort # 137030貼 Texline Hallux-Pad (細碼),bcode,000181
Bort137040 PEDI SOFT TEXLINE,bcode,RT4005
Bort腳趾護套#137030 Pedi Soft Texline Hallux-Pad（L),bcode,RT4007
Bort腳趾護套#137030 Pedi Soft Texline Hallux-Pad（S),bcode,RT4006
CanBest有機燕麥片（10小包）,bcode,642243914043
"CM019-膠片放大鏡3""x6""(放大3.5倍)                            ",bcode,4963008000198
Comefree CF-714多功能磁波,bcode,4891690000607
Comefree CF-841 護具系列（護腕）,bcode,RT00039
Comefree CF-843 護具系統（護肘）L,bcode,RT00042
Comefree CF-843 護具系統（護肘）M,bcode,RT00041
Comefree CF-843 護具系統（護肘）XL,bcode,RT00043
Comefree CF-843 護具系統（護膝）S,bcode,RT0000045
Comefree CF-843護具系列（護膝）L,bcode,RT0000046
Comefree CF-843護具系列（護膝）M,bcode,RT0000044
Comefree CF-843護具系列（護膝）XL,bcode,RT0000047
COMFY NEXK CUSHION,bcode,742137870636
Docpods Ultra Soft M,bcode,9334988000600
Docpods Ultra Soft S,bcode,9334988000594
Docpods Ultra Soft XS,bcode,9334988000242
Dressing Set-JSM,bcode,
ECO PEN (highlight),bcode,
Ecosure far infrared neck support pillow枕頭,bcode,
Ecosure健康枕頭,bcode,
Ecosure健康鞋墊,bcode,
Ecosure健康頸枕,bcode,
Ecosure護膝,bcode,
Elite血糖測試紙,bcode,
elite血糖試紙,bcode,
ELITE血糖試紙,bcode,5016003394607
enature有機咖啡粉,bcode,7503011914821
Enature有機原味即溶咖啡,bcode,
EV807T電療止痛機,bcode,RT0000005
Everyway TENS E-704 電療止痛機,bcode,RT0000004
EXERCISE BAND 6呎練力帶（紅色）,bcode,IC3001
EXERCISE BAND 6呎練力帶（綠色）,bcode,IC3002
Extra Virgin Coconut Oil207,bcode,
FINGERTIP PULSE OXIMETER,bcode,
FOLDABLE WALKER,bcode,
Folding Seat Cane 拐杖椅(灰色),bcode,000087
Folding up drinking cup with pill box,bcode,5609
Folding up drinking cup with pill box,bcode,
footpillow 鞋墊,bcode,9334988000303
FORCE PILLOW MAT,bcode,4895184104028
GAYA泰國草本熱敷包-肩膊,bcode,8858830210036
GAYA泰國草本熱敷包-眼罩,bcode,8858830210050
GAYA泰國草本熱敷包-腰肚,bcode,8858830210043
Gilofa 2000 靜脈曲張高壓力襪  (中碼),bcode,000156
Gilofa 2000 靜脈曲張高壓力襪 (大碼),bcode,000155
Gilofa 2000 靜脈曲張高壓力襪 (細碼),bcode,000157
Gilofa 2000 靜脈曲張襪-三骨(中碼),bcode,4018839039708
Good Fitt' 發芽米全穀脆果條- 低糖,bcode,8856977002651
GREENDAY 天然洋蔥片,bcode,8858358008290
GREENDAY 天然紅菜頭片,bcode,8858358007958
GREENDAY 天然雜果片,bcode,8858358002014
GREENDAY 秋葵條,bcode,8858358005022
GREENTEA,bcode,
Haemstix圓插刺針 30G,bcode,
HANNOX多功能探熱器,bcode,4711769860328
heabtii果仁及乾果脆條-盒裝,bcode,8856977002378
Head & Neck Therapy Wrap 冷熱貼 (頭及頸部使用),bcode,679090410015
Head & Neck Therapy Wrap 冷熱貼 (頭及頸部使用),bcode,000004
HEARTII黑芝麻多轂脆條-盒裝,bcode,8856977002675
HEINZ APPLE,bcode,9556001125482
HESTIA純正橄欖油,bcode,8697439055729
High Tea文化麵-煙斗粉500g (24包/箱),bcode,4897012640807
Infrared thermometer額溫型紅外線體溫計,bcode,4975479524912
INP加拿大花旗參片,bcode,4897007278930
INSTANT BIRD'S NEST (PROMOT),bcode,4711140810737
Instant Cold Pain Relief Pack,bcode,679090220027
ISOCAL愛素寶 237ml（24罐/箱）,bcode,PD000000062
ISOSOURCE健源素1.5CAL,bcode,100501150
JJ DELICA LANCET採血針 100S,bcode,4030841004017
JJ SELECT PLUS血糖紙50s,bcode,4030841005717
JSL朱古力芝麻薄脆,bcode,6901180970586
JSL抹茶香薄脆餅,bcode,6901180980684
JSL芝麻香薄脆,bcode,6901180970487
JSL芝麻脆餅禮盒,bcode,
JSL草莓果醬餅乾,bcode,6901180964080
JSL餅乾禮盒,bcode,
JSL鳳梨夾心餅,bcode,6901180964189
JSL蔥油脆餅,bcode,
JSL藍莓夾心餅,bcode,
JSL藍莓果醬餅乾,bcode,6901180963984
JSL雜錦禮盒,bcode,6901180937985
JSP Nano Vibrational pad (大),bcode,000184
"King's Cane八角型手杖, 古桐色",bcode,000090
"King's Cane八角型手杖, 黑色",bcode,000092
"King's Cane八角型手杖, 藍色",bcode,000091
"King's Cane電子智能手杖, 電筒及聲響 - 古桐色 (不包電池)",bcode,000101
"King's Cane電子智能手杖, 電筒及聲響 - 藍色 (不包電池)",bcode,000102
"King's Cane電子智能手杖, 電筒及聲響 - 藍色 (不包電池)(N)",bcode,000102N
Latex Powered,bcode,
Listra 3/4墊 (細碼),bcode,000135
Listra 3/4墊 (細碼)(N),bcode,000135N
Listra Heel Cup 足跟墊 (L),bcode,RT00002
Listra Heel Cup足跟墊 (M),bcode,
Listra(M),bcode,
Listra3/4墊 (L),bcode,RT000000011
Listra3/4墊 (M),bcode,000134
Listra全墊 (L),bcode,RT-00004
Listra全墊 (M),bcode,RT0000181
Listra全墊 (s),bcode,RT0002
Listra全墊 (XL),bcode,RT000000001
Listra全墊 (XS),bcode,RT000000006
Listra足眼墊 (中碼)(N),bcode,000132N
Liveup 足/手腕 練力沙包,bcode,6951376126075
MAMY米長通粉,bcode,8851876010301
MAMY米螺絲粉,bcode,8851876010318
MAMY快食河粉,bcode,8851876001378
MAMY快食粉絲,bcode,8851876003136
MAMY快食糙米粉,bcode,8851876000258
MEDICOM 濕紙巾  64'S      ( 230mmx330mm),bcode,4897008631543
MEDISENSE Optium 50,bcode,
Medium Universal Therapy Wrap 多用途冷熱貼(中細),bcode,000002
MIA 護腳部 # 1010 Toe Spreader,bcode,000142
MIA 護腳部 # 1020 Toe Separator,bcode,000143
MIA 護腳部 # 1030 Bunion Shield,bcode,000144
MIA 護腳部 # 1040 Toe Cushion,bcode,000145
MIA 護腳部 # 1050 Forefoot Cushion,bcode,000146
MIA前掌墊 (特別柔軟),bcode,
Microlife-BPA200 Blood Pressure Monitor 瑞士Microlife血壓計,bcode,4719003310530
Microlife血壓計,bcode,
Microlife血壓計BP3AQ1,bcode,4719003310219
"Muliti-Purpose Therapy Gel Pack Box  4.5"" x 10.5"" with cover",bcode,000006
"Muliti-Purpose Therapy Gel Pack Box  4.5"" x 10.5"" with cover",bcode,679090120020
Multi-Purpose Therapy Wrap 多用途冷熱貼,bcode,000005
Neck Rest (Large) 頸圈 (大),bcode,679090230026
Neck Rest (Regular) 頸圈,bcode,000008
NEW日本內褲型防漏邊尿片,bcode,000192
NEW日本內褲型防漏邊尿片,bcode,000193
NEW日本內褲型防漏邊尿片L,bcode,4904585029370
NEW日本內褲型防漏邊尿片M,bcode,4904585029363
NOVOFINE筆針咀8mm,bcode,
NP COMFY EYE REFRESHER,bcode,742137870643
NP FLEXPOW FOOT COMFORTER,bcode,742137870667
NRS英國穿襪器,bcode,000072
OFA AD 壓力襪-三骨 肉色 (中碼),bcode,4018839398867
"OFA AD 壓力襪三骨 黑色 (中碼) COLSE"" 2""                     ",bcode,000152
OFA AD 壓力襪四骨 黑色 (大碼) (280丹),bcode,000154
OFA AD 壓力襪四骨 黑色 (中碼) (280丹),bcode,000153
OFARM泰國有機香糙米1kg,bcode,
OFARM純黑芝麻,bcode,4719859745098
OFARM純黑芝麻粉,bcode,4897014722150
OMRON歐姆龍手臂式血壓計7051,bcode,4975479511424
OMRON歐姆龍簡易探熱器,bcode,4975479527227
One-Touch電動開罐器 (特別版),bcode,000056
organic coconut oil,bcode,
ORGANNIC MIXED RICE,bcode,
OTULTRAEASY血糖測試機（贈品）,bcode,4030841213563
Pals 896 230 Gel Pand Oval(4X6cm) 4pcs,bcode,RT00523
Pals Gel-Pad (4x6 cm)細?喱貼,bcode,000141
PIC Cream foot care diaetes,bcode,8058664017423
PIC One Check 手臂式電子血壓計,bcode,1011080003
PIC 胰島素注射筆針頭 (6mm),bcode,000197
PIC 胰島素注射筆針頭 32G(4mm),bcode,8003670916857
PIC 胰島素注射筆針頭31G (8mm),bcode,
PIC 胰島素注射筆針頭32G (6mm),bcode,8003670765738
PIC 胰島素注射筆針頭32G (8mm),bcode,8003670863922
PIC 胰島素注射筆針頭32G Sample (4mm),bcode,1011312752
PIC 胰島素注射筆針頭32G Sample (6mm),bcode,22000003083514
PIC 胰島素注射筆針頭32G Sample (8mm),bcode,22000003083521
PIC 胰島素注射筆針頭33G (4mm),bcode,8003670916871
PIC 胰島素注射筆針頭33G Sample (4mm),bcode,22000003103656
PIC胰島素注射筆針頭G31x5mm(100s/box),bcode,8003670913825
PIC胰島素注射筆針頭G31x8mm(100s/box),bcode,8003670072034
QILLION ARTHRITIS WRAP,bcode,4895184103991
R & R  Decubitus Ulcer Cushion,bcode,RT000000583
R&R SU-8402 Air Rest Back Cushion座墊,bcode,RT0000211
R&R SU-8402 Air Rest Back Cusion,bcode,4710970380717
R&R 冷熱肩墊敷 (SP-7207B) ( 42 X 36.6 CM),bcode,
R&R 冷熱肩墊敷 (SP-7207B) Cold/Hot Compress Pack( 42 X 36.5,bcode,RT0000212
R&R 冷熱墊敷 (SP-7200),bcode,4710970380014
R&R 冷熱墊敷 (SP-7200),bcode,
R&R 冷熱墊敷 (SP-7201) (28 X 12 CM),bcode,
R&R 冷熱墊敷 (SP-7201) Cold/Hot Pack(28 X 11 CM),bcode,RT0000213
R&R 冷熱墊敷 (SP-7203) (32.5 X 18 CM),bcode,000160
R&R冷熱肩28X11cm,bcode,RT0101
Robust (RB-1842) 加大碼,bcode,
Robust RB-1714 多功能磁波健美帶 (M),bcode,RT00021
Robust RB-1714 多功能磁波健美帶 (大碼),bcode,RT00020
Robust RB-1714 多功能磁波健美帶 (加大碼),bcode,RT00019
Robust RB-1714 多功能磁波健美帶 (細碼),bcode,000179
Robust RB-1845 遠紅外線背姿矯正帶 (大碼),bcode,RT00017L
Robust RB-1845 遠紅外線背姿矯正帶 (中碼),bcode,RT00016
Robust RB-1845 遠紅外線背姿矯正帶 (加大碼),bcode,RT00018
Robust RB-1845 遠紅外線背姿矯正帶 (細碼),bcode,RT00017
Robust 護肘  (RB-1842) 加大碼,bcode,RT0000222
Robust 護肘 (RB-1842) 大碼,bcode,
Robust 護肘 (RB-1842) 大碼,bcode,RT0000220
Robust 護肘 (RB-1842) 中碼,bcode,RT000166
Robust 護腕 (RB-1841),bcode,RT0000219
Robust 護膝  (RB-1842) 大碼,bcode,RT00011
Robust 護膝  (RB-1842) 中碼,bcode,RT00009
Robust 護膝  (RB-1842) 細碼,bcode,2010100111845
Robust 護膝 (RB-1843) 加大碼,bcode,RT00010
Robust 護踝 (RB-1844) 大碼,bcode,RT00013
Robust 護踝 (RB-1844) 中碼,bcode,RT00014
Robust 護踝 (RB-1844) 加大碼,bcode,RT00012
Robust 護踝 (RB-1844) 細碼,bcode,RT00015
ROCK TRADExl,bcode,RT-201612
ROU02E長者八達通手錶-鋼,bcode,7132894300546
RUO03E長者八達通手錶-sparking silver,bcode,7132894301154
Sate Container For Sharps Box,bcode,8003670850816
SHARP LCD TV,bcode,9556001125491
Shrimp Cracker蝦餅,bcode,4712967081355
SILICON 矽膠3/4 鞋墊L,bcode,4710958596710
SILICON 矽膠全墊39-40,bcode,4710958596741
SILICON足跟墊（大）,bcode,4710958596680
Silicon足跟墊S,bcode,4710958596666
Sleeping Mat,bcode,
Small Universal Therapy Wrap 多用途冷熱貼(細),bcode,000001
SMartSilver指式脈搏血氧儀,bcode,
Soft Collar,bcode,RT31239
Sole-初榨橄欖油500ml,bcode,8005305900576
SS長者八達通手錶-間玫瑰金,bcode,7573473308568
SS長者八達通手錶-鋼（L）,bcode,7573473308636
SS長者八達通手錶-鋼（L）,bcode,7573473307400
SS長者八達通手錶-鋼Classic,bcode,7132894301086
SS長者八達通手錶-鋼MOP,bcode,7573473307714
Takale 遠紅外線熱墊,bcode,RT-000000575
Takale 遠紅外線熱墊(N),bcode,000148N
Tartufi Nacci 黑松露醬180g,bcode,846112000155
Tartufi Nacci白松露牛油80g,bcode,846112000151
TASTER,bcode,9556001125494
Titiania&Puma腳磨石,bcode,4008576300148
titiania指甲鉗,bcode,4008576316873
Titiania腳部潤膚膏250ML(5346),bcode,4008576330435
TITIANIA腳部護理套裝,bcode,4008576030250
Titiania腳跟龜裂膏(5309),bcode,4008576530903
"Titiania鞋部噴霧200ML, 5330",bcode,4008576053303
T-型可折疊拐杖,bcode,9314839000912
UPEC Ultracal,bcode,9556001125493
U型沐浴椅,bcode,
Verta fit Air Back Cusion 護背吹氣墊,bcode,RT00007
VIRJOY 紙巾*10,bcode,
VIRJOY四卷裝萬用抹手紙,bcode,
Wash Foot Care Diabetes,bcode,8058664017447
WOLKE 7 Full Insole 全墊 (M),bcode,RT000000731
Wolke 7 Full Insole 全墊 (XL),bcode,RT000000737
Wolke 7 Full Insole 全墊（L),bcode,RT000000732
Wolke 7 Full Insole 全墊（S),bcode,RT000000734
Wolke 7 Full Insole 全墊（XS）,bcode,RT000000733
Wolke 7 Full Insole全墊(XL),bcode,9314839000936
YOUC1000維他命水（香橙）500ml,bcode,8997009510123
YOUC1000維他命水（檸檬）500ml,bcode,8997009510116
YOUC1000維他命飲品（香橙）140ml,bcode,8997009510055
YOUC1000維他命飲品（檸檬）140ml,bcode,8997009510017
YOUC1000維他命飲品（蘋果）140ml,bcode,8997009510130
一口花菇300g,bcode,
一口酥,bcode,4710774010902
一級幫厚型尿褲M-L,bcode,
七一回歸福袋,bcode,
七天二十八格掀蓋式藥盒,bcode,MB001
七天二十八格彈出式藥盒,bcode,MB002
七日藥盒(一排裝),bcode,000117
人蔘蜜棗茶,bcode,4710696930999
人體工學腰墊,bcode,
八角型環保手杖 什色,bcode,KC0816
八達通表AK02C,bcode,
八達通表AK03C,bcode,
八達通表FR01C,bcode,
八達通表KT02C,bcode,
八達通表TF03C,bcode,
十全有機味增,bcode,4710783052184
十全米醋240ml,bcode,4710783088725
十全即飲果醋140ml（青梅）24包/箱,bcode,
十全即飲果醋140ml（葡萄）24包/箱,bcode,
十全即飲果醋140ml（蜜桃）24包/箱,bcode,
十全即飲果醋140ml（鳳梨）24包/箱,bcode,
十全即飲果醋140ml（蘋果）24包/箱,bcode,
十全豆豉香魚辣椒110g,bcode,4710783063074
十全金鉤朝天辣椒110g,bcode,4710783063043
十全紅菊腐乳,bcode,4710883102444
十全烏醋240ml,bcode,4710783088824
十全高粱醋,bcode,
十全-陳年醋600ml,bcode,4710783066624
十全-黑芝麻油,bcode,4710783066419
十全蒜蓉朝天辣椒,bcode,4710783063128
十全辣豆瓣130g,bcode,4710783088497
十全辣椒油100ml,bcode,
十全辣椒油500ml,bcode,
十全辣椒醬130g,bcode,4710783088480
卜立有機紅藜麥面240g,bcode,4717011471946
卜立紅豆水16包入,bcode,4717011470246
三吋雙人連鐵架床(愛心咭代訂),bcode,9556001125483
三色堅果（袋裝）,bcode,4713282763209
三色提子乾（袋裝）,bcode,4713282763148
三花柏齡（800g）,bcode,4710498993307
三花柏齡1.7L,bcode,4710498993314
三花柏齡1.8kg,bcode,9556001125477
三星蔥鮮蛋卷,bcode,4713072172822
三層口罩（50個/盒）,bcode,4010038
三層外科口罩50pcs/Box,bcode,4560369411405
三層外科口罩50psc/box(獨立包裝）,bcode,FM001-1
三機有機大燕麥片,bcode,4711601950217
凡士林,bcode,6816603
口罩 (一盒 50 個? ),bcode,000058
土芒果青鮮果乾,bcode,4712967081898
土芭樂茶,bcode,4712417850036
土芭樂茶,bcode,4713327001716
士的掛鉤,bcode,9556001125504
"大四爪拐杖 , 可詷較高度",bcode,000200
大同牌干貝醬（優惠裝）,bcode,4710883104288
大同辣椒醬,bcode,
大同蔭油膏(素蠔油）,bcode,
大地采護髮粉(紅褐)#1,bcode,
大地采護髮粉(棕咖啡)#2,bcode,
大地采護髮粉(黑咖啡)#3,bcode,
大紅紋,bcode,000098
大馬士革玫瑰花綠茶,bcode,4712834114339
"大幅冷熱貼 ( 10"" x 15"")                                     ",bcode,000007
小地雷足部按摩器,bcode,RT13954
小紅梅粉,bcode,
小麥胚芽（鈺統）500g,bcode,4711601970758
小麥胚芽餅,bcode,
小麥餐具三件套,bcode,
小麻酥,bcode,4712052015104
小碳包,bcode,4891690000620
小蘇打,bcode,
山里友壓縮黑木耳（25克X10盒）,bcode,6927255479921
山藥紅薏仁粉,bcode,4711601980078
山藥精華,bcode,4712067896583
山藥養生燕麥粉,bcode,4713327124088
山藥薏仁粉（12小包）,bcode,4710960911082
山藥薏仁粉（獨立小包）,bcode,4710960761083
山藥薏仁粉400g,bcode,4897014722310
中興米（禮品裝）,bcode,
丹麥高級成人尿片,bcode,5703538759499
五木銀絲麵,bcode,4710175567159
五谷米,bcode,433311147
五穀雜糧瑪仔,bcode,4711202223772
五轂米（1.2kg）,bcode,4710871000899
什錦大燕麥,bcode,4711601148218
仁愛堂環保肥皂（三色）,bcode,
元豆有機黑豆漿,bcode,4711574557949
元氣小滾輪按摩器,bcode,RT00023
六味青草海燕窩,bcode,
天星牌花卉種子,bcode,4719860580015
天星牌香草種子,bcode,4719860580039
天然GABA佳葉龍茶 - 無農葯栽培,bcode,
天然小紅莓,bcode,4891690000613
天然小麥草,bcode,
天然小麥草,bcode,
天然加味四物料,bcode,4710336105725
天然甘蔗汁 320ml,bcode,4710336104315
天然皮蛋,bcode,4891690000619
天然皮蛋,bcode,4713720001795
天然有機醬油,bcode,6925843403679
天然死海礦物浴鹽,bcode,7296077000187
天然沐浴乳,bcode,
天然亞麻仁籽,bcode,4713282760628
天然洋芋卷,bcode,4710425201505
天然洗衣皂,bcode,
天然秋葵乾,bcode,8858358009068
天然紅石榴西梅汁,bcode,
天然紅石榴車厘子汁,bcode,
天然紅石榴藍莓汁,bcode,
天然原焗美國杏仁（無鹽）,bcode,
天然原焗腰果,bcode,
天然海鹽,bcode,4891690000610
天然純杏仁粉400g,bcode,4897014722235
天然純紅石榴汁,bcode,
天然高鈣多轂燕麥奶800g,bcode,4897014727353
天然高鈣高纖燕麥奶800g,bcode,4897014725434
天然超大葡萄乾(無籽),bcode,4712511473513
天然黃豆,bcode,
天然黃金穀粉,bcode,
天然黑麥片,bcode,4711601111151
天然黑麥汁,bcode,4002631992002
天然黑櫻桃乾,bcode,
天然補氣茶,bcode,4712511473544
天然酵母野菜餅,bcode,4719778005129
天然蔓越莓乾,bcode,
天然養生露,bcode,
天然燕麥麩粒,bcode,
天然檜木精油,bcode,
天然礦物修護手霜,bcode,7296077010353
天然蘆薈牙膏,bcode,4897047950018
天然蘆薈柔濕紙,bcode,4897002233675
天然蘆薈凝膠,bcode,4897047950025
天然蘿蔔乾 - 無農葯栽培,bcode,
太陽能手電筒,bcode,4891690000602
心之花露水100ml（薰衣草）,bcode,000026
心型皂,bcode,
心意手機,bcode,356201202100271
手工米旦卷禮盒咖啡味,bcode,4712688793797
手工米旦卷禮盒芝麻味,bcode,4712688793803
文化村全自動手臂式電子血壓計,bcode,4897012641101
文化村長通粉  500g,bcode,4897012640814
文化村指式脈搏血氧儀,bcode,4897012641064
文化村輕便手推輪椅,bcode,
文化面-意粉500g,bcode,4897012640760
文旦柚茶,bcode,
文旦柚酥 (5件),bcode,4711202223123
文具套裝（1尺+1擦膠+1得意水筆）,bcode,
方塊酥,bcode,4710774010254
方塊酥（新包裝）,bcode,4710774011039
日月潭紅茶小黑糖,bcode,4712834112496
日本一級幫內褲型中碼（金裝）成人紙尿褲（10片）,bcode,4971633711754
日本一級幫內褲型成人紙尿褲(金裝)大碼(16片/包),bcode,4971633711259
日本一級幫內褲型成人紙尿褲(金裝)中碼(18片/包),bcode,4971633712461
